zone,season,day,year,t1,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t2,t20,t21,t22,t23,t24,t3,t4,t5,t6,t7,t8,t9
Tanzania,Q4,d3,2046,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993
Tanzania,Q4,d3,2048,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015
Tanzania,Q4,d3,2050,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452
Tanzania,Q4,d4,2022,58.4642,70.7991,70.7991,70.7991,70.7991,70.7991,70.7991,70.7991,70.7991,58.4642,58.4642,58.4642,70.7991,70.7991,70.7991,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642
Tanzania,Q4,d4,2023,69.5543,69.5543,69.5543,160.569,69.5543,160.569,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,184.554,184.554,160.569,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543
Tanzania,Q4,d4,2024,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044
Tanzania,Q4,d4,2026,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951
Tanzania,Q4,d4,2028,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d4,2030,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d4,2032,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d4,2034,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d4,2036,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d4,2038,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575
Tanzania,Q4,d4,2040,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824
Tanzania,Q4,d4,2042,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588
Tanzania,Q4,d4,2044,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301
Tanzania,Q4,d4,2046,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993
Tanzania,Q4,d4,2048,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015
Tanzania,Q4,d4,2050,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452
Tanzania,Q4,d5,2022,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642,58.4642
Tanzania,Q4,d5,2023,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543,69.5543
Tanzania,Q4,d5,2024,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044,68.8044
Tanzania,Q4,d5,2026,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951,53.3951
Tanzania,Q4,d5,2028,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d5,2030,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d5,2032,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d5,2034,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d5,2036,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626,51.626
Tanzania,Q4,d5,2038,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575,57.7575
Tanzania,Q4,d5,2040,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824,58.4824
Tanzania,Q4,d5,2042,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588,59.3588
Tanzania,Q4,d5,2044,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301,53.4301
Tanzania,Q4,d5,2046,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993,51.7993
Tanzania,Q4,d5,2048,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015,52.0015
Tanzania,Q4,d5,2050,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452,52.2452
Uganda,Q1,d1,2022,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796
Uganda,Q1,d1,2023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d1,2024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d1,2026,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d1,2028,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235
Uganda,Q1,d1,2030,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022
Uganda,Q1,d1,2032,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535
Uganda,Q1,d1,2034,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094
Uganda,Q1,d1,2036,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693
Uganda,Q1,d1,2038,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894
Uganda,Q1,d1,2040,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23
Uganda,Q1,d1,2042,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001
Uganda,Q1,d1,2044,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556
Uganda,Q1,d1,2046,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423
Uganda,Q1,d1,2048,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156
Uganda,Q1,d1,2050,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222
Uganda,Q1,d2,2022,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796
Uganda,Q1,d2,2023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d2,2024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d2,2026,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d2,2028,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235
Uganda,Q1,d2,2030,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022
Uganda,Q1,d2,2032,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535
Uganda,Q1,d2,2034,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094
Uganda,Q1,d2,2036,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693
Uganda,Q1,d2,2038,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894
Uganda,Q1,d2,2040,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23
Uganda,Q1,d2,2042,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001
Uganda,Q1,d2,2044,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556
Uganda,Q1,d2,2046,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423
Uganda,Q1,d2,2048,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156
Uganda,Q1,d2,2050,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222
Uganda,Q1,d3,2022,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796
Uganda,Q1,d3,2023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d3,2024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d3,2026,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d3,2028,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235
Uganda,Q1,d3,2030,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022
Uganda,Q1,d3,2032,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535
Uganda,Q1,d3,2034,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094
Uganda,Q1,d3,2036,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693
Uganda,Q1,d3,2038,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894
Uganda,Q1,d3,2040,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23
Uganda,Q1,d3,2042,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001
Uganda,Q1,d3,2044,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556
Uganda,Q1,d3,2046,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423
Uganda,Q1,d3,2048,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156
Uganda,Q1,d3,2050,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222
Uganda,Q1,d4,2022,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796
Uganda,Q1,d4,2023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d4,2024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d4,2026,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d4,2028,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235
Uganda,Q1,d4,2030,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022
Uganda,Q1,d4,2032,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535
Uganda,Q1,d4,2034,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094
Uganda,Q1,d4,2036,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693
Uganda,Q1,d4,2038,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894
Uganda,Q1,d4,2040,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23
Uganda,Q1,d4,2042,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001,62.001
Uganda,Q1,d4,2044,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556,62.556
Uganda,Q1,d4,2046,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423,63.3423
Uganda,Q1,d4,2048,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156,64.0156
Uganda,Q1,d4,2050,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222,64.8222
Uganda,Q1,d5,2022,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796,149.796
Uganda,Q1,d5,2023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d5,2024,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d5,2026,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Uganda,Q1,d5,2028,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235,53.9235
Uganda,Q1,d5,2030,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022,58.3022
Uganda,Q1,d5,2032,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535,59.0535
Uganda,Q1,d5,2034,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094,59.4094
Uganda,Q1,d5,2036,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693,60.1693
Uganda,Q1,d5,2038,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894,60.5894
Uganda,Q1,d5,2040,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23,61.23
